"taxa1","taxa2","value"
"5045","4831",1
"4352","4395",0.995408631772268
"4702","40",0.969467401285583
"5273","1618",0.905762167125803
"3957","4002",0.895661157024793
"4831","4780",0.822199265381084
"1478","1571",0.809687786960514
"4835","2906",0.775482093663912
"2286","153",0.773989898989899
"720","5252",0.773875114784206
"5045","2132",0.773186409550046
"4414","2135",0.773071625344353
"3114","3878",0.772727272727273
"4648","3147",0.772727272727273
"5217","381",0.772727272727273
"58","1453",0.771005509641873
"2425","4359",0.762396694214876
"124","5096",0.76078971533517
"5217","4912",0.760330578512397
"2896","2683",0.76010101010101
"1280","4359",0.76010101010101
"4359","4229",0.75906795224977
"3945","1453",0.758838383838384
"3114","2077",0.758494031221304
"2228","720",0.757231404958678
"4831","4707",0.757231404958678
"5414","124",0.753558310376492
"3114","1036",0.752066115702479
"3839","4707",0.750459136822773
"1336","5394",0.749426078971534
"4363","381",0.744146005509642
"2896","215",0.738751147842057
"2906","5045",0.738406795224977
"1115","4131",0.735422405876951
"189","720",0.734848484848485
"4979","2653",0.734159779614325
"4223","5045",0.733241505968779
"58","2653",0.732782369146005
"4966","1453",0.728879706152433
"3878","4131",0.728535353535353
"332","3162",0.727387511478421
"58","4131",0.719811753902663
"3147","444",0.71866391184573
"1336","4551",0.718204775022957
"44","4813",0.717516069788797
"5045","4551",0.717401285583104
"1376","1024",0.716138659320477
"5045","4222",0.715909090909091
"1453","5096",0.714761248852158
"93","4352",0.712809917355372
"2683","215",0.708677685950413
"1511","2906",0.707070707070707
"4131","5096",0.706955922865014
"332","5394",0.706611570247934
"4002","5575",0.700183654729109
"1453","124",0.697199265381084
"4780","4707",0.696051423324151
"5468","5045",0.695247933884298
"189","3527",0.694674012855831
"2913","4359",0.692607897153352
"3114","3945",0.692033976124885
"4979","4776",0.691345270890725
"5217","4707",0.68767217630854
"5328","596",0.687442607897153
"3032","4793",0.687213039485767
"723","4395",0.6866391184573
"4835","1024",0.684113865932048
"411","171",0.679522497704316
"2906","4831",0.678489439853076
"2780","3977",0.675160697887971
"4608","5563",0.675045913682277
"548","5575",0.673783287419651
"93","1115",0.672865013774105
"1280","2913",0.671487603305785
"4831","1064",0.671028466483012
"381","4707",0.671028466483012
"1115","5096",0.668044077134986
"5414","3527",0.667240587695133
"4440","4352",0.66712580348944
"1490","3957",0.666896235078053
"3162","4707",0.663797061524334
"5217","4363",0.663452708907254
"1336","2015",0.662878787878788
"4648","2382",0.662304866850321
"4648","5563",0.662190082644628
"1453","2653",0.661271808999082
"3162","381",0.661157024793388
"1280","5287",0.660927456382002
"1490","5328",0.658976124885216
"4964","5045",0.658631772268136
"3352","2860",0.658287419651056
"1490","3538",0.657828282828283
"1453","1036",0.655532598714417
"4666","4831",0.654384756657484
"1115","124",0.653696051423324
"1511","5045",0.653351698806244
"5160","4831",0.652433425160698
"5496","4395",0.652089072543618
"2906","1336",0.651974288337925
"4440","596",0.651170798898072
"5045","5394",0.649908172635445
"3246","4414",0.648186409550046
"2896","4599",0.647497704315886
"2705","4599",0.647382920110193
"4599","4352",0.6472681359045
"3114","124",0.645087235996327
"5045","2015",0.643709825528007
"1280","2425",0.643021120293848
"2430","3032",0.640725436179982
"4703","2572",0.640381083562902
"5217","4966",0.638888888888889
"5273","3032",0.638429752066116
"4414","2572",0.638314967860422
"5273","4036",0.637970615243343
"5575","215",0.637741046831956
"2839","1890",0.635674931129477
"2913","4229",0.63544536271809
"2839","2077",0.634986225895317
"4223","2132",0.63406795224977
"3114","4979",0.633953168044077
"5217","1453",0.633034894398531
"3640","5496",0.630739210284665
"189","5252",0.629820936639118
"2906","5460",0.629820936639118
"3114","720",0.629361799816345
"1115","4352",0.628443526170799
"5217","4352",0.628213957759412
"4966","4776",0.62637741046832
"4648","1596",0.625229568411387
"4666","3147",0.623278236914601
"3957","5575",0.622819100091827
"4979","3162",0.622589531680441
